addrCd,gungu,sido,resNm,rnum,csForCnt,csNatCnt
2714,동구,대구광역시,팔공산 케이블카,4,0,37611
2723,북구,대구광역시,대구사격장,5,175,20040
2726,수성구,대구광역시,대구미술관,6,0,13914
2729,달서구,대구광역시,이월드,7,1636,281776
2729,달서구,대구광역시,온천 엘리바덴,8,0,45758
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,2362,25717
2771,달성군,대구광역시,스파밸리,10,23,30770
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,12,1354
2711,중구,대구광역시,향촌문화관,2,52,10900
2714,동구,대구광역시,대구시니어체험관,3,0,672
2714,동구,대구광역시,팔공산 케이블카,4,0,33686
2723,북구,대구광역시,대구사격장,5,88,18803
2726,수성구,대구광역시,대구미술관,6,0,15352
2729,달서구,대구광역시,이월드,7,1012,223850
2729,달서구,대구광역시,온천 엘리바덴,8,0,52620
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1677,26118
2771,달성군,대구광역시,스파밸리,10,6,46354
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,4,1052
2711,중구,대구광역시,향촌문화관,2,120,7194
2714,동구,대구광역시,대구시니어체험관,3,0,484
2714,동구,대구광역시,팔공산 케이블카,4,0,25394
2723,북구,대구광역시,대구사격장,5,82,22263
2726,수성구,대구광역시,대구미술관,6,0,16546
2729,달서구,대구광역시,이월드,7,882,107563
2729,달서구,대구광역시,온천 엘리바덴,8,0,46635
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1724,13555
2771,달성군,대구광역시,스파밸리,10,92,47403
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,37,1030
2711,중구,대구광역시,향촌문화관,2,109,7163
2714,동구,대구광역시,대구시니어체험관,3,0,356
2714,동구,대구광역시,팔공산 케이블카,4,0,19973
2723,북구,대구광역시,대구사격장,5,486,16951
2726,수성구,대구광역시,대구미술관,6,0,19165
2729,달서구,대구광역시,이월드,7,1162,89469
2729,달서구,대구광역시,온천 엘리바덴,8,0,52931
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1437,4707
2771,달성군,대구광역시,스파밸리,10,260,51206
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,31,928
2711,중구,대구광역시,향촌문화관,2,162,9905
2714,동구,대구광역시,대구시니어체험관,3,0,200
2714,동구,대구광역시,팔공산 케이블카,4,0,28157
2723,북구,대구광역시,대구사격장,5,367,20278
2726,수성구,대구광역시,대구미술관,6,0,28680
2729,달서구,대구광역시,이월드,7,689,144730
2729,달서구,대구광역시,온천 엘리바덴,8,0,56586
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1295,7435
2771,달성군,대구광역시,스파밸리,10,297,73842
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,134,904
2711,중구,대구광역시,향촌문화관,2,102,7911
2714,동구,대구광역시,대구시니어체험관,3,0,416
2714,동구,대구광역시,팔공산 케이블카,4,0,22933
2723,북구,대구광역시,대구사격장,5,197,16058
2726,수성구,대구광역시,대구미술관,6,0,12578
2729,달서구,대구광역시,이월드,7,496,127919
2729,달서구,대구광역시,온천 엘리바덴,8,0,36241
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1440,18209
2771,달성군,대구광역시,스파밸리,10,7,21146
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,134,904
2711,중구,대구광역시,향촌문화관,2,376,10597
2714,동구,대구광역시,대구시니어체험관,3,0,301
2714,동구,대구광역시,팔공산 케이블카,4,0,56579
2723,북구,대구광역시,대구사격장,5,108,16618
2726,수성구,대구광역시,대구미술관,6,0,12381
2729,달서구,대구광역시,이월드,7,5799,192747
2729,달서구,대구광역시,온천 엘리바덴,8,0,46649
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1590,23611
2771,달성군,대구광역시,스파밸리,10,26,41789
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,140,950
2711,중구,대구광역시,향촌문화관,2,91,7406
2714,동구,대구광역시,대구시니어체험관,3,0,617
2714,동구,대구광역시,팔공산 케이블카,4,0,50291
2723,북구,대구광역시,대구사격장,5,204,9619
2726,수성구,대구광역시,대구미술관,6,0,15241
2729,달서구,대구광역시,이월드,7,1352,136535
2729,달서구,대구광역시,온천 엘리바덴,8,0,42528
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1787,15688
2771,달성군,대구광역시,스파밸리,10,13,11585
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,130,700
2711,중구,대구광역시,향촌문화관,2,364,9642
2714,동구,대구광역시,대구시니어체험관,3,0,155
2714,동구,대구광역시,팔공산 케이블카,4,0,16756
2723,북구,대구광역시,대구사격장,5,115,11315
2726,수성구,대구광역시,대구미술관,6,0,15404
2729,달서구,대구광역시,이월드,7,1788,152461
2729,달서구,대구광역시,온천 엘리바덴,8,0,62773
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1157,8163
2771,달성군,대구광역시,스파밸리,10,11,27011
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,53,71
2711,중구,대구광역시,향촌문화관,2,51,8880
2714,동구,대구광역시,대구시니어체험관,3,0,209
2714,동구,대구광역시,팔공산 케이블카,4,0,17279
2723,북구,대구광역시,대구사격장,5,71,10934
2726,수성구,대구광역시,대구미술관,6,0,5133
2729,달서구,대구광역시,이월드,7,781,130490
2729,달서구,대구광역시,온천 엘리바덴,8,0,66641
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1060,32064
2771,달성군,대구광역시,스파밸리,10,14,28908
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,92,72
2711,중구,대구광역시,향촌문화관,2,96,9899
2714,동구,대구광역시,대구시니어체험관,3,0,103
2714,동구,대구광역시,팔공산 케이블카,4,0,15301
2723,북구,대구광역시,대구사격장,5,70,10852
2726,수성구,대구광역시,대구미술관,6,0,6566
2729,달서구,대구광역시,이월드,7,2441,139876
2729,달서구,대구광역시,온천 엘리바덴,8,0,56000
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,2149,14985
2771,달성군,대구광역시,스파밸리,10,4,23402
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,110,67
2711,중구,대구광역시,향촌문화관,2,176,7094
2714,동구,대구광역시,대구시니어체험관,3,0,77
2714,동구,대구광역시,팔공산 케이블카,4,0,24747
2723,북구,대구광역시,대구사격장,5,89,16575
2726,수성구,대구광역시,대구미술관,6,0,8969
2729,달서구,대구광역시,이월드,7,0,194680
2729,달서구,대구광역시,온천 엘리바덴,8,0,47378
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1268,6349
2771,달성군,대구광역시,스파밸리,10,5,9153
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,136,66
2711,중구,대구광역시,향촌문화관,2,313,7507
2714,동구,대구광역시,대구시니어체험관,3,0,286
2714,동구,대구광역시,팔공산 케이블카,4,0,29558
2723,북구,대구광역시,대구사격장,5,81,17682
2726,수성구,대구광역시,대구미술관,6,0,10574
2729,달서구,대구광역시,이월드,7,11312,225858
2729,달서구,대구광역시,온천 엘리바덴,8,0,35381
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1900,18444
2771,달성군,대구광역시,스파밸리,10,41,27286
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,77,81
2711,중구,대구광역시,향촌문화관,2,122,11465
2714,동구,대구광역시,대구시니어체험관,3,0,789
2714,동구,대구광역시,팔공산 케이블카,4,0,27922
2723,북구,대구광역시,대구사격장,5,67,25902
2726,수성구,대구광역시,대구미술관,6,0,15397
2729,달서구,대구광역시,이월드,7,1721,261504
2729,달서구,대구광역시,온천 엘리바덴,8,0,43288
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1353,21736
2771,달성군,대구광역시,스파밸리,10,38,43511
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
2711,중구,대구광역시,구암서원,1,81,74
2711,중구,대구광역시,향촌문화관,2,198,9185
2714,동구,대구광역시,대구시니어체험관,3,20,324
2714,동구,대구광역시,팔공산 케이블카,4,0,27396
2723,북구,대구광역시,대구사격장,5,70,11046
2726,수성구,대구광역시,대구미술관,6,0,32598
2729,달서구,대구광역시,이월드,7,1944,131420
2729,달서구,대구광역시,온천 엘리바덴,8,0,44134
2771,달성군,대구광역시,허브힐즈 (구 냉천자연랜드),9,1729,14324
2771,달성군,대구광역시,스파밸리,10,61,49006
2771,달성군,대구광역시,국립대구과학관,11,0,0
2771,달성군,대구광역시,사문진유람선(달성호 및 사문진호),12,0,0
